strYMDH,Time,Wind_Speed_in_kts,Wind_Gust_in_kts,Wind_Direction_in_deg,Visibility_in_mi,Precipitation_in_in,Precipitation_Type,Temperature,Dew_Point,Altimeter_in_in_H
2008-08-09 23,'2008-08-09 11:51 pm CST,7,M,40,10,0,none,64.4,51.8,29.98
2008-08-10 00,'2008-08-10 12:51 am CST,7,M,20,10,0,none,64.4,51.8,29.98
2008-08-10 01,'2008-08-10 01:51 am CST,6,M,30,10,0,none,62.6,53.6,29.97
2008-08-10 02,'2008-08-10 02:51 am CST,6,M,350,10,0,none,62.6,51.8,29.98
2008-08-10 03,'2008-08-10 03:51 am CST,6,M,350,10,0,none,60.8,51.8,29.99
2008-08-10 04,'2008-08-10 04:51 am CST,7,M,360,10,0,none,59,51.8,30
2008-08-10 05,'2008-08-10 05:51 am CST,8,M,360,10,0,none,59,51.8,30.01
2008-08-10 06,'2008-08-10 06:51 am CST,10,M,360,10,0,none,62.6,51.8,30.03
2008-08-10 07,'2008-08-10 07:51 am CST,12,M,10,10,0,none,64.4,51.8,30.04
2008-08-10 08,'2008-08-10 08:51 am CST,7,M,360,10,0,none,66.2,51.8,30.04
2008-08-10 09,'2008-08-10 09:51 am CST,10,18,10,10,0,none,69.8,50,30.04
2008-08-10 10,'2008-08-10 10:51 am CST,8,M,40,10,0,none,69.8,48.2,30.04
2008-08-10 11,'2008-08-10 11:51 am CST,9,18,10,10,0,none,71.6,50,30.03
2008-08-10 24,'2008-08-10 12:51 pm CST,9,23,20,10,0,none,71.6,50,30.03
2008-08-10 13,'2008-08-10 01:51 pm CST,14,22,50,10,0,none,73.4,50,30.03
2008-08-10 14,'2008-08-10 02:51 pm CST,14,M,50,10,0,none,71.6,51.8,30.03
2008-08-10 15,'2008-08-10 03:51 pm CST,16,M,40,10,0,none,71.6,53.6,30.04
2008-08-10 16,'2008-08-10 04:51 pm CST,12,M,40,10,0,none,71.6,53.6,30.04
2008-08-10 17,'2008-08-10 05:51 pm CST,15,M,50,10,0,none,69.8,53.6,30.04
2008-08-10 18,'2008-08-10 06:51 pm CST,12,M,40,10,0,none,68,53.6,30.04
2008-08-10 19,'2008-08-10 07:51 pm CST,7,M,40,10,0,none,66.2,53.6,30.04
2008-08-10 20,'2008-08-10 08:51 pm CST,8,M,30,10,0,none,66.2,55.4,30.04
2008-08-10 21,'2008-08-10 09:51 pm CST,3,M,10,10,0,none,64.4,55.4,30.05
2008-08-10 22,'2008-08-10 10:51 pm CST,5,M,350,10,0,none,62.6,55.4,30.05
2008-08-10 23,'2008-08-10 11:51 pm CST,7,M,340,10,0,none,62.6,55.4,30.06
2008-08-11 00,'2008-08-11 12:51 am CST,5,M,350,10,0,none,60.8,55.4,30.06
2008-08-11 01,'2008-08-11 01:51 am CST,6,M,340,10,0,none,60.8,55.4,30.05
2008-08-11 02,'2008-08-11 02:51 am CST,6,M,360,10,0,none,60.8,55.4,30.05
2008-08-11 03,'2008-08-11 03:51 am CST,7,M,340,10,0,none,60.8,55.4,30.06
2008-08-11 04,'2008-08-11 04:51 am CST,7,M,340,10,0,none,60.8,55.4,30.07
2008-08-11 05,'2008-08-11 05:51 am CST,6,M,340,10,0,none,62.6,57.2,30.07
2008-08-11 06,'2008-08-11 06:51 am CST,7,M,350,10,0,none,64.4,57.2,30.08
2008-08-11 07,'2008-08-11 07:51 am CST,8,M,20,10,0,none,69.8,57.2,30.08
2008-08-11 08,'2008-08-11 08:51 am CST,7,M,30,10,0,none,71.6,55.4,30.08
2008-08-11 09,'2008-08-11 09:51 am CST,5,M,,10,0,none,73.4,55.4,30.08
2008-08-11 10,'2008-08-11 10:51 am CST,6,M,40,10,0,none,73.4,57.2,30.08
2008-08-11 11,'2008-08-11 11:51 am CST,9,M,60,10,0,none,73.4,57.2,30.07
2008-08-11 24,'2008-08-11 12:51 pm CST,7,M,70,10,0,none,73.4,55.4,30.06
2008-08-11 13,'2008-08-11 01:51 pm CST,5,M,160,10,0,none,75.2,55.4,30.04
2008-08-11 14,'2008-08-11 02:51 pm CST,,M,,,,M,,,
2008-08-11 15,'2008-08-11 03:51 pm CST,,M,,,,M,,,
2008-08-11 16,'2008-08-11 04:51 pm CST,,M,,,,M,,,
2008-08-11 17,'2008-08-11 05:51 pm CST,10,M,90,10,0,none,71.6,57.2,29.99
2008-08-11 18,'2008-08-11 06:51 pm CST,8,M,90,10,0,none,69.8,57.2,29.99
2008-08-11 19,'2008-08-11 07:51 pm CST,7,M,90,10,0,none,68,57.2,29.99
2008-08-11 20,'2008-08-11 08:51 pm CST,6,M,100,10,0,none,68,57.2,29.98
2008-08-11 21,'2008-08-11 09:51 pm CST,3,M,100,10,0,none,68,57.2,29.98
2008-08-11 22,'2008-08-11 10:51 pm CST,0,M,0,10,0,none,64.4,57.2,29.98
2008-08-11 23,'2008-08-11 11:51 pm CST,0,M,0,10,0,none,64.4,57.2,29.99
2008-08-12 00,'2008-08-12 12:51 am CST,0,M,0,10,0,none,62.6,57.2,29.97
2008-08-12 01,'2008-08-12 01:51 am CST,0,M,0,10,0,none,62.6,57.2,29.96
2008-08-12 02,'2008-08-12 02:51 am CST,0,M,0,10,0,none,62.6,57.2,29.96
2008-08-12 03,'2008-08-12 03:51 am CST,0,M,0,10,0,none,62.6,57.2,29.96
2008-08-12 04,'2008-08-12 04:51 am CST,0,M,0,10,0,none,64.4,57.2,29.96
2008-08-12 05,'2008-08-12 05:51 am CST,0,M,0,10,0,none,64.4,59,29.95
2008-08-12 06,'2008-08-12 06:51 am CST,0,M,0,10,0,none,66.2,59,29.96
2008-08-12 07,'2008-08-12 07:51 am CST,6,M,160,10,0,none,69.8,57.2,29.95
2008-08-12 08,'2008-08-12 08:51 am CST,0,M,0,10,0,none,69.8,57.2,29.94
2008-08-12 09,'2008-08-12 09:51 am CST,0,M,0,10,0,none,73.4,55.4,29.95
2008-08-12 10,'2008-08-12 10:51 am CST,0,M,0,10,0,none,75.2,55.4,29.94
2008-08-12 11,'2008-08-12 11:51 am CST,3,M,120,10,0,none,75.2,55.4,29.93
2008-08-12 24,'2008-08-12 12:51 pm CST,5,M,160,10,0,none,75.2,55.4,29.9
2008-08-12 13,'2008-08-12 01:51 pm CST,10,M,110,10,0,none,75.2,57.2,29.89
2008-08-12 14,'2008-08-12 02:51 pm CST,9,M,90,10,0,none,77,57.2,29.87
2008-08-12 15,'2008-08-12 03:51 pm CST,10,M,80,10,0,none,75.2,55.4,29.86
2008-08-12 16,'2008-08-12 04:51 pm CST,10,17,120,10,0,none,75.2,55.4,29.86
2008-08-12 17,'2008-08-12 05:51 pm CST,12,21,80,10,0,none,73.4,55.4,29.84
2008-08-12 18,'2008-08-12 06:51 pm CST,7,M,80,10,0,none,71.6,55.4,29.85
2008-08-12 19,'2008-08-12 07:51 pm CST,7,M,70,10,0,none,71.6,55.4,29.86
2008-08-12 20,'2008-08-12 08:51 pm CST,6,M,100,10,0,none,71.6,55.4,29.86
2008-08-12 21,'2008-08-12 09:51 pm CST,6,M,150,10,0,none,69.8,55.4,29.87
2008-08-12 22,'2008-08-12 10:51 pm CST,0,M,0,10,0,none,68,57.2,29.87
2008-08-12 23,'2008-08-12 11:51 pm CST,0,M,0,10,0,none,68,57.2,29.86
2008-08-13 00,'2008-08-13 12:51 am CST,0,M,0,10,0,none,66.2,60.8,29.84
2008-08-13 01,'2008-08-13 01:51 am CST,0,M,0,10,0,none,69.8,57.2,29.82
2008-08-13 02,'2008-08-13 02:51 am CST,0,M,0,10,0,none,68,57.2,29.83
2008-08-13 03,'2008-08-13 03:51 am CST,,M,,,,M,,,
2008-08-13 04,'2008-08-13 04:51 am CST,3,M,300,10,0,none,66.2,57.2,29.83
2008-08-13 05,'2008-08-13 05:51 am CST,7,16,340,10,0,none,68,57.2,29.84
2008-08-13 06,'2008-08-13 06:51 am CST,9,M,20,10,0,none,68,59,29.84
2008-08-13 07,'2008-08-13 07:51 am CST,10,M,30,10,0,none,68,60.8,29.87
2008-08-13 08,'2008-08-13 08:51 am CST,7,M,70,10,0,none,69.8,60.8,29.87
2008-08-13 09,'2008-08-13 09:51 am CST,5,M,70,10,0,none,71.6,60.8,29.87
2008-08-13 10,'2008-08-13 10:51 am CST,3,M,60,10,0,none,75.2,59,29.86
2008-08-13 11,'2008-08-13 11:51 am CST,3,M,60,10,0,none,75.2,57.2,29.85
2008-08-13 24,'2008-08-13 12:51 pm CST,0,M,0,10,0,none,78.8,55.4,29.84
2008-08-13 13,'2008-08-13 01:51 pm CST,9,M,100,10,0,none,75.2,59,29.83
2008-08-13 14,'2008-08-13 02:51 pm CST,7,M,110,10,0,none,75.2,59,29.81
2008-08-13 15,'2008-08-13 03:51 pm CST,7,M,100,10,0,shower(s) in vicinity,75.2,59,29.82
2008-08-13 16,'2008-08-13 04:51 pm CST,8,M,210,10,0,shower(s) in vicinity,71.6,60.8,29.82
2008-08-13 17,'2008-08-13 05:51 pm CST,,M,,,,M,,,
2008-08-13 18,'2008-08-13 06:51 pm CST,6,M,100,10,0,none,69.8,59,29.83
2008-08-13 19,'2008-08-13 07:51 pm CST,0,M,0,10,0,none,68,60.8,29.85
2008-08-13 20,'2008-08-13 08:51 pm CST,7,M,40,9,0.06,light rain,66.2,62.6,29.86
2008-08-13 21,'2008-08-13 09:51 pm CST,5,M,70,10,0,rain,66.2,60.8,29.86
2008-08-13 22,'2008-08-13 10:51 pm CST,3,M,110,10,0,none,66.2,59,29.86
2008-08-13 23,'2008-08-13 11:51 pm CST,0,M,0,10,0,none,66.2,60.8,29.86
2008-08-14 00,'2008-08-14 12:51 am CST,6,M,40,10,0,none,66.2,60.8,29.85
2008-08-14 01,'2008-08-14 01:51 am CST,3,M,330,9,0,none,64.4,62.6,29.84
2008-08-14 02,'2008-08-14 02:51 am CST,3,M,360,9,0,none,64.4,60.8,29.86
2008-08-14 03,'2008-08-14 03:51 am CST,5,M,340,8,0,none,64.4,60.8,29.86
2008-08-14 04,'2008-08-14 04:51 am CST,5,M,360,7,0,none,64.4,60.8,29.86
2008-08-14 05,'2008-08-14 05:51 am CST,3,M,360,4,0,mist,64.4,60.8,29.87
2008-08-14 06,'2008-08-14 06:51 am CST,7,M,360,6,0,haze,68,62.6,29.9
2008-08-14 07,'2008-08-14 07:51 am CST,9,M,350,8,0,none,69.8,62.6,29.92
2008-08-14 08,'2008-08-14 08:51 am CST,8,M,20,10,0,none,71.6,62.6,29.93
2008-08-14 09,'2008-08-14 09:51 am CST,6,M,70,10,0,dust storm,75.2,62.6,29.94
2008-08-14 10,'2008-08-14 10:51 am CST,9,M,20,10,0,none,75.2,60.8,29.94
2008-08-14 11,'2008-08-14 11:51 am CST,10,M,40,10,0,none,78.8,57.2,29.94
2008-08-14 24,'2008-08-14 12:51 pm CST,13,M,50,10,0,dust storm,78.8,55.4,29.93
2008-08-14 13,'2008-08-14 01:51 pm CST,13,M,50,10,0,none,78.8,57.2,29.94
2008-08-14 14,'2008-08-14 02:51 pm CST,10,M,40,10,0,none,77,60.8,29.95
2008-08-14 15,'2008-08-14 03:51 pm CST,12,M,40,10,0,none,75.2,59,29.96
2008-08-14 16,'2008-08-14 04:51 pm CST,10,M,50,10,0,dust storm,75.2,59,29.96
2008-08-14 17,'2008-08-14 05:51 pm CST,12,M,40,10,0,dust storm,71.6,60.8,29.98
2008-08-14 18,'2008-08-14 06:51 pm CST,10,M,40,10,0,none,69.8,60.8,30
2008-08-14 19,'2008-08-14 07:51 pm CST,12,M,20,10,0,none,69.8,59,30.02
2008-08-14 20,'2008-08-14 08:51 pm CST,,M,,,,M,,,
2008-08-14 21,'2008-08-14 09:51 pm CST,5,M,10,10,0,none,66.2,57.2,30.04
2008-08-14 22,'2008-08-14 10:51 pm CST,6,M,350,10,0,none,64.4,57.2,30.04
2008-08-14 23,'2008-08-14 11:51 pm CST,5,M,360,10,0,none,64.4,59,30.04
2008-08-15 00,'2008-08-15 12:51 am CST,7,M,360,10,0,none,64.4,59,30.05
2008-08-15 01,'2008-08-15 01:51 am CST,6,M,360,10,0,none,62.6,59,30.05
2008-08-15 02,'2008-08-15 02:51 am CST,7,M,10,10,0,none,62.6,59,30.06
2008-08-15 03,'2008-08-15 03:51 am CST,6,M,10,10,0,none,60.8,57.2,30.06
2008-08-15 04,'2008-08-15 04:51 am CST,5,M,20,10,0,none,62.6,57.2,30.08
2008-08-15 05,'2008-08-15 05:51 am CST,5,M,20,10,0,none,64.4,57.2,30.11
2008-08-15 06,'2008-08-15 06:51 am CST,5,M,,10,0,none,69.8,57.2,30.13
2008-08-15 07,'2008-08-15 07:51 am CST,12,M,40,10,0,none,71.6,55.4,30.14
2008-08-15 08,'2008-08-15 08:51 am CST,12,M,60,10,0,none,73.4,51.8,30.16
2008-08-15 09,'2008-08-15 09:51 am CST,9,29,60,10,0,none,73.4,51.8,30.18
2008-08-15 10,'2008-08-15 10:51 am CST,10,M,70,10,0,none,75.2,51.8,30.19
2008-08-15 11,'2008-08-15 11:51 am CST,10,23,80,10,0,none,75.2,51.8,30.18
2008-08-15 24,'2008-08-15 12:51 pm CST,12,17,50,10,0,none,77,48.2,30.18
2008-08-15 13,'2008-08-15 01:51 pm CST,13,M,40,10,0,none,77,46.4,30.17
2008-08-15 14,'2008-08-15 02:51 pm CST,13,M,20,10,0,none,78.8,50,30.16
2008-08-15 15,'2008-08-15 03:51 pm CST,13,M,20,10,0,none,77,50,30.16
2008-08-15 16,'2008-08-15 04:51 pm CST,12,20,40,10,0,none,75.2,51.8,30.16
2008-08-15 17,'2008-08-15 05:51 pm CST,9,M,40,10,0,none,73.4,50,30.16
2008-08-15 18,'2008-08-15 06:51 pm CST,6,M,40,10,0,none,71.6,51.8,30.17
2008-08-15 19,'2008-08-15 07:51 pm CST,6,M,40,10,0,none,69.8,55.4,30.18
2008-08-15 20,'2008-08-15 08:51 pm CST,3,M,40,10,0,none,69.8,55.4,30.19
2008-08-15 21,'2008-08-15 09:51 pm CST,3,M,360,10,0,none,69.8,55.4,30.2
2008-08-15 22,'2008-08-15 10:51 pm CST,5,M,320,10,0,none,64.4,57.2,30.21
2008-08-15 23,'2008-08-15 11:51 pm CST,3,M,330,10,0,none,62.6,55.4,30.2
2008-08-16 00,'2008-08-16 12:51 am CST,5,M,310,10,0,none,62.6,55.4,30.19
2008-08-16 01,'2008-08-16 01:51 am CST,0,M,0,10,0,none,60.8,55.4,30.19
2008-08-16 02,'2008-08-16 02:51 am CST,0,M,0,10,0,none,60.8,53.6,30.19
2008-08-16 03,'2008-08-16 03:51 am CST,3,M,290,10,0,none,60.8,53.6,30.19
2008-08-16 04,'2008-08-16 04:51 am CST,3,M,280,10,0,none,60.8,53.6,30.19
2008-08-16 05,'2008-08-16 05:51 am CST,6,M,290,10,0,none,60.8,51.8,30.2
2008-08-16 06,'2008-08-16 06:51 am CST,5,M,290,10,0,none,66.2,53.6,30.21
2008-08-16 07,'2008-08-16 07:51 am CST,7,M,,10,0,none,71.6,53.6,30.21
2008-08-16 08,'2008-08-16 08:51 am CST,10,M,320,10,0,none,73.4,53.6,30.2
2008-08-16 09,'2008-08-16 09:51 am CST,7,M,310,10,0,none,77,53.6,30.2
2008-08-16 10,'2008-08-16 10:51 am CST,9,M,310,10,0,none,78.8,48.2,30.18
2008-08-16 11,'2008-08-16 11:51 am CST,6,M,,10,0,none,80.6,51.8,30.16
2008-08-16 24,'2008-08-16 12:51 pm CST,6,M,290,10,0,none,80.6,53.6,30.15
2008-08-16 13,'2008-08-16 01:51 pm CST,10,M,290,10,0,none,82.4,51.8,30.13
2008-08-16 14,'2008-08-16 02:51 pm CST,13,18,300,10,0,none,82.4,51.8,30.11
2008-08-16 15,'2008-08-16 03:51 pm CST,10,17,270,10,0,none,80.6,51.8,30.1
2008-08-16 16,'2008-08-16 04:51 pm CST,9,M,310,10,0,none,80.6,51.8,30.09
2008-08-16 17,'2008-08-16 05:51 pm CST,9,M,300,10,0,none,78.8,53.6,30.08
2008-08-16 18,'2008-08-16 06:51 pm CST,9,M,280,10,0,none,75.2,53.6,30.08
2008-08-16 19,'2008-08-16 07:51 pm CST,5,M,270,10,0,none,73.4,55.4,30.09
2008-08-16 20,'2008-08-16 08:51 pm CST,7,M,280,10,0,none,71.6,55.4,30.09
2008-08-16 21,'2008-08-16 09:51 pm CST,5,M,260,10,0,none,69.8,55.4,30.09
2008-08-16 22,'2008-08-16 10:51 pm CST,6,M,260,10,0,none,68,55.4,30.09
2008-08-16 23,'2008-08-16 11:51 pm CST,6,M,270,10,0,none,66.2,55.4,30.09
2008-08-17 00,'2008-08-17 12:51 am CST,6,M,260,10,0,none,66.2,55.4,30.07
2008-08-17 01,'2008-08-17 01:51 am CST,6,M,260,10,0,none,64.4,55.4,30.08
2008-08-17 02,'2008-08-17 02:51 am CST,6,M,260,10,0,none,64.4,55.4,30.08
2008-08-17 03,'2008-08-17 03:51 am CST,5,M,260,10,0,none,64.4,55.4,30.07
2008-08-17 04,'2008-08-17 04:51 am CST,6,M,260,10,0,none,64.4,55.4,30.07
2008-08-17 05,'2008-08-17 05:51 am CST,5,M,260,10,0,none,64.4,55.4,30.07
2008-08-17 06,'2008-08-17 06:51 am CST,7,M,270,10,0,none,69.8,55.4,30.08
2008-08-17 07,'2008-08-17 07:51 am CST,9,M,270,10,0,none,73.4,57.2,30.08
2008-08-17 08,'2008-08-17 08:51 am CST,8,M,250,10,0,none,77,59,30.07
2008-08-17 09,'2008-08-17 09:51 am CST,12,M,250,10,0,none,78.8,60.8,30.06
2008-08-17 10,'2008-08-17 10:51 am CST,8,M,260,10,0,none,80.6,62.6,30.04
2008-08-17 11,'2008-08-17 11:51 am CST,12,17,260,10,0,none,82.4,60.8,30.03
2008-08-17 24,'2008-08-17 12:51 pm CST,,M,,,,M,,,
2008-08-17 13,'2008-08-17 01:51 pm CST,,M,,,,M,,,
2008-08-17 14,'2008-08-17 02:51 pm CST,,M,,,,M,,,
2008-08-17 15,'2008-08-17 03:51 pm CST,9,M,240,10,0,none,82.4,62.6,29.98
2008-08-17 16,'2008-08-17 04:51 pm CST,9,16,260,10,0,none,80.6,62.6,29.97
2008-08-17 17,'2008-08-17 05:51 pm CST,10,M,260,10,0,none,80.6,62.6,29.97
2008-08-17 18,'2008-08-17 06:51 pm CST,7,M,250,10,0,none,78.8,62.6,29.96
2008-08-17 19,'2008-08-17 07:51 pm CST,6,M,260,10,0,none,77,62.6,29.97
2008-08-17 20,'2008-08-17 08:51 pm CST,6,M,240,10,0,none,75.2,62.6,29.98
2008-08-17 21,'2008-08-17 09:51 pm CST,8,M,240,10,0,none,73.4,62.6,29.97
2008-08-17 22,'2008-08-17 10:51 pm CST,7,M,250,10,0,none,71.6,62.6,29.98
2008-08-17 23,'2008-08-17 11:51 pm CST,7,M,250,10,0,none,71.6,62.6,29.98
2008-08-18 00,'2008-08-18 12:51 am CST,7,M,260,10,0,none,69.8,62.6,29.97
2008-08-18 01,'2008-08-18 01:51 am CST,7,M,260,10,0,none,69.8,62.6,29.96
2008-08-18 02,'2008-08-18 02:51 am CST,7,M,250,10,0,none,66.2,60.8,29.97
2008-08-18 03,'2008-08-18 03:51 am CST,7,M,260,10,0,none,66.2,60.8,29.97
2008-08-18 04,'2008-08-18 04:51 am CST,6,M,270,10,0,none,66.2,60.8,29.98
2008-08-18 05,'2008-08-18 05:51 am CST,5,M,260,10,0,none,66.2,60.8,29.99
2008-08-18 06,'2008-08-18 06:51 am CST,7,M,290,10,0,none,69.8,60.8,30
2008-08-18 07,'2008-08-18 07:51 am CST,7,M,300,10,0,none,75.2,60.8,30
2008-08-18 08,'2008-08-18 08:51 am CST,7,M,280,10,0,none,78.8,59,30.01
2008-08-18 09,'2008-08-18 09:51 am CST,9,M,280,10,0,none,80.6,57.2,30.01
2008-08-18 10,'2008-08-18 10:51 am CST,13,M,300,10,0,none,80.6,55.4,30.01
2008-08-18 11,'2008-08-18 11:51 am CST,12,M,290,10,0,none,84.2,55.4,29.99
2008-08-18 24,'2008-08-18 12:51 pm CST,7,17,250,10,0,none,82.4,57.2,29.99
2008-08-18 13,'2008-08-18 01:51 pm CST,10,16,270,10,0,none,84.2,55.4,29.99
2008-08-18 14,'2008-08-18 02:51 pm CST,12,20,270,10,0,none,84.2,53.6,29.98
2008-08-18 15,'2008-08-18 03:51 pm CST,14,M,280,10,0,none,82.4,53.6,29.98
2008-08-18 16,'2008-08-18 04:51 pm CST,10,M,280,10,0,none,82.4,51.8,29.98
2008-08-18 17,'2008-08-18 05:51 pm CST,9,M,280,10,0,none,80.6,53.6,29.98
2008-08-18 18,'2008-08-18 06:51 pm CST,8,M,260,10,0,none,77,55.4,29.99
2008-08-18 19,'2008-08-18 07:51 pm CST,5,M,250,10,0,none,73.4,55.4,30
2008-08-18 20,'2008-08-18 08:51 pm CST,5,M,240,10,0,none,71.6,57.2,30
2008-08-18 21,'2008-08-18 09:51 pm CST,3,M,260,10,0,none,71.6,57.2,30.01
2008-08-18 22,'2008-08-18 10:51 pm CST,3,M,250,10,0,none,69.8,57.2,30.01
2008-08-18 23,'2008-08-18 11:51 pm CST,0,M,0,10,0,none,69.8,57.2,30.01
2008-08-19 00,'2008-08-19 12:51 am CST,0,M,0,10,0,none,66.2,57.2,30.02
2008-08-19 01,'2008-08-19 01:51 am CST,5,M,20,10,0,none,69.8,57.2,30.04
2008-08-19 02,'2008-08-19 02:51 am CST,0,M,0,10,0,none,64.4,59,30.04
2008-08-19 03,'2008-08-19 03:51 am CST,0,M,0,10,0,none,66.2,62.6,30.05
2008-08-19 04,'2008-08-19 04:51 am CST,0,M,0,10,0,none,66.2,62.6,30.07
2008-08-19 05,'2008-08-19 05:51 am CST,0,M,0,10,0,none,66.2,64.4,30.08
2008-08-19 06,'2008-08-19 06:51 am CST,5,M,,10,0,none,71.6,64.4,30.09
2008-08-19 07,'2008-08-19 07:51 am CST,7,M,20,10,0,none,73.4,64.4,30.09
2008-08-19 08,'2008-08-19 08:51 am CST,7,M,50,10,0,none,75.2,64.4,30.1
2008-08-19 09,'2008-08-19 09:51 am CST,6,M,50,10,0,none,77,64.4,30.11
2008-08-19 10,'2008-08-19 10:51 am CST,6,M,,10,0,none,78.8,64.4,30.11
2008-08-19 11,'2008-08-19 11:51 am CST,6,M,,10,0,none,80.6,64.4,30.11
2008-08-19 24,'2008-08-19 12:51 pm CST,9,20,20,10,0,none,80.6,66.2,30.1
2008-08-19 13,'2008-08-19 01:51 pm CST,15,M,40,10,0,none,80.6,66.2,30.11
2008-08-19 14,'2008-08-19 02:51 pm CST,14,M,50,10,0,none,78.8,64.4,30.1
2008-08-19 15,'2008-08-19 03:51 pm CST,12,M,40,10,0,none,77,64.4,30.1
2008-08-19 16,'2008-08-19 04:51 pm CST,10,M,50,10,0,none,75.2,64.4,30.1
2008-08-19 17,'2008-08-19 05:51 pm CST,9,M,50,10,0,none,73.4,64.4,30.1
2008-08-19 18,'2008-08-19 06:51 pm CST,10,17,60,10,0,dust storm,71.6,64.4,30.11
2008-08-19 19,'2008-08-19 07:51 pm CST,10,M,50,10,0,none,71.6,64.4,30.12
2008-08-19 20,'2008-08-19 08:51 pm CST,10,M,50,10,0,none,71.6,64.4,30.13
2008-08-19 21,'2008-08-19 09:51 pm CST,8,M,50,10,0,none,69.8,64.4,30.13
2008-08-19 22,'2008-08-19 10:51 pm CST,6,M,40,10,0,none,69.8,64.4,30.13
2008-08-19 23,'2008-08-19 11:51 pm CST,6,M,20,10,0,none,69.8,64.4,30.12
2008-08-20 00,'2008-08-20 12:51 am CST,6,M,80,10,0,none,71.6,66.2,30.12
2008-08-20 01,'2008-08-20 01:51 am CST,6,M,100,10,0,none,69.8,64.4,30.13
2008-08-20 02,'2008-08-20 02:51 am CST,5,M,160,9,0,none,68,64.4,30.13
2008-08-20 03,'2008-08-20 03:51 am CST,3,M,150,7,0,none,66.2,62.6,30.14
2008-08-20 04,'2008-08-20 04:51 am CST,6,M,140,10,0,none,66.2,60.8,30.15
2008-08-20 05,'2008-08-20 05:51 am CST,8,M,150,10,0,none,66.2,59,30.16
2008-08-20 06,'2008-08-20 06:51 am CST,8,M,130,10,0,none,69.8,59,30.17
2008-08-20 07,'2008-08-20 07:51 am CST,7,M,150,10,0,none,71.6,57.2,30.17
2008-08-20 08,'2008-08-20 08:51 am CST,6,M,,10,0,none,73.4,57.2,30.18
2008-08-20 09,'2008-08-20 09:51 am CST,6,M,70,10,0,none,77,55.4,30.19
2008-08-20 10,'2008-08-20 10:51 am CST,9,M,70,10,0,none,78.8,57.2,30.17
2008-08-20 11,'2008-08-20 11:51 am CST,12,21,100,10,0,none,78.8,57.2,30.16
2008-08-20 24,'2008-08-20 12:51 pm CST,9,18,90,10,0,none,80.6,59,30.15
2008-08-20 13,'2008-08-20 01:51 pm CST,10,M,80,10,0,none,80.6,57.2,30.14
2008-08-20 14,'2008-08-20 02:51 pm CST,10,M,80,10,0,none,80.6,57.2,30.13
2008-08-20 15,'2008-08-20 03:51 pm CST,9,M,80,10,0,none,78.8,59,30.12
2008-08-20 16,'2008-08-20 04:51 pm CST,9,M,70,10,0,none,78.8,59,30.11
2008-08-20 17,'2008-08-20 05:51 pm CST,9,M,60,10,0,none,75.2,59,30.1
2008-08-20 18,'2008-08-20 06:51 pm CST,9,M,60,10,0,none,73.4,60.8,30.1
2008-08-20 19,'2008-08-20 07:51 pm CST,8,M,50,10,0,none,73.4,60.8,30.1
2008-08-20 20,'2008-08-20 08:51 pm CST,7,M,70,10,0,none,71.6,62.6,30.11
2008-08-20 21,'2008-08-20 09:51 pm CST,6,M,50,10,0,none,71.6,62.6,30.11
2008-08-20 22,'2008-08-20 10:51 pm CST,5,M,40,10,0,none,71.6,64.4,30.1
2008-08-20 23,'2008-08-20 11:51 pm CST,5,M,70,10,0,none,71.6,64.4,30.09
2008-08-21 00,'2008-08-21 12:51 am CST,7,M,130,10,0,none,71.6,60.8,30.09
2008-08-21 01,'2008-08-21 01:51 am CST,7,M,120,10,0,none,71.6,55.4,30.08
2008-08-21 02,'2008-08-21 02:51 am CST,6,M,140,10,0,none,69.8,55.4,30.08
2008-08-21 03,'2008-08-21 03:51 am CST,8,M,120,10,0,none,69.8,51.8,30.08
2008-08-21 04,'2008-08-21 04:51 am CST,5,M,110,10,0,none,69.8,53.6,30.09
2008-08-21 05,'2008-08-21 05:51 am CST,5,M,70,10,0,none,69.8,53.6,30.09
2008-08-21 06,'2008-08-21 06:51 am CST,7,M,90,10,0,none,71.6,57.2,30.1
2008-08-21 07,'2008-08-21 07:51 am CST,7,M,,10,0,none,73.4,57.2,30.09
2008-08-21 08,'2008-08-21 08:51 am CST,6,M,,10,0,none,75.2,59,30.08
2008-08-21 09,'2008-08-21 09:51 am CST,9,M,80,10,0,none,78.8,59,30.07
2008-08-21 10,'2008-08-21 10:51 am CST,9,M,100,10,0,none,80.6,60.8,30.06
2008-08-21 11,'2008-08-21 11:51 am CST,9,M,90,10,0,none,82.4,60.8,30.05
2008-08-21 24,'2008-08-21 12:51 pm CST,8,M,190,10,0,light rain,78.8,62.6,30.04
2008-08-21 13,'2008-08-21 01:51 pm CST,10,M,190,9,0,light rain,75.2,64.4,30.05
2008-08-21 14,'2008-08-21 02:51 pm CST,7,M,140,10,0,rain,77,62.6,30.03
2008-08-21 15,'2008-08-21 03:51 pm CST,12,M,170,10,0,none,78.8,62.6,30.01
2008-08-21 16,'2008-08-21 04:51 pm CST,13,M,160,10,0,none,78.8,60.8,29.99
2008-08-21 17,'2008-08-21 05:51 pm CST,9,M,170,10,0,none,78.8,62.6,29.99
2008-08-21 18,'2008-08-21 06:51 pm CST,10,M,160,10,0,none,77,62.6,30
2008-08-21 19,'2008-08-21 07:51 pm CST,10,M,160,10,0,none,75.2,64.4,30.01
