county,state,msa,pmsa,popdensity,pop,popchange,age6574,age75,crime,college,income,farm,democrat,republican,Perot,white,black,turnout
Dent,MO,,,18,13702,-6,10,8.699999809,5198,7.900000095,21039,6.599999905,45.79999924,36.20000076,17.79999924,99.02204132,0.072982043,42.89154816
Douglas,MO,,,15,11876,2.200000048,9.199999809,8.100000381,718,7.5,19699,16.29999924,36.70000076,44.40000153,18.70000076,98.98955536,0.025261031,48.77062988
Dunklin,MO,,,60,33112,-9.300000191,9.899999619,8.199999809,966,8,19871,3.700000048,54.70000076,35.09999847,10.19999981,91.44721222,7.939719677,34.66719055
Franklin,MO,7040,,91,80603,17.20000076,6.800000191,5.300000191,3338,9.300000191,32696,3.200000048,37.20000076,31.79999924,30.60000038,98.51122284,0.930486441,44.74275208
Gasconade,MO,,,27,14006,7.300000191,11.19999981,9.899999619,899,8,27228,6.5,30.79999924,42.5,26.39999962,99.57875061,0.07853777,45.22347641
Gentry,MO,,,14,6848,-14.69999981,11.89999962,13.30000019,58,10.30000019,22757,18.39999962,40.79999924,34.20000076,24.70000076,99.34287262,0.087616824,54.3808403
Greene,MO,7920,,319,207949,16.10000038,7.300000191,6,6465,20.70000076,30153,1.299999952,38.90000153,43.90000153,16.79999924,96.61599731,1.802845836,50.83602142
Grundy,MO,,,24,10536,-13,11,11.10000038,2618,10.10000038,22085,13.30000019,38.59999847,34.29999924,26.89999962,99.18375397,0.10440395,48.45292282
Harrison,MO,,,11,8469,-15.80000019,11.39999962,12.69999981,199,8.300000191,21973,19.20000076,37.70000076,37,25.10000038,99.18526459,0.094462156,49.85240173
Henry,MO,,,29,20044,2.799999952,10.39999962,10.10000038,3852,10.30000019,22986,9,43.40000153,27.5,28.79999924,98.05927277,1.132508516,48.59309387
Hickory,MO,,,19,7335,20.10000038,17.70000076,10.60000038,1583,6.400000095,19867,13.5,47.5,31,21.29999924,99.04566956,0.068166323,55.3237915
Holt,MO,,,13,6034,-14.39999962,10.89999962,11.89999962,1069,12.19999981,23162,18.5,34.5,39.5,25.70000076,99.33708954,0.11600928,50.44746399
Howard,MO,,,21,9631,-3.599999905,9.300000191,9.699999809,3126,16.79999924,26488,13.39999962,46.90000153,28.20000076,24.5,91.75579071,7.600456715,46.13228226
Howell,MO,,,35,31447,13.10000038,9.399999619,8,5610,8.699999809,20154,9.699999809,40.59999847,39.59999847,19.60000038,98.93471527,0.197157115,43.0470314
Iron,MO,,,19,10726,-3.799999952,9.600000381,9.300000191,351,6.800000191,20877,2.799999952,54.09999847,27.5,18.10000038,99.12362671,0.456833869,43.20343018
Jackson,MO,3760,,1048,633232,0.800000012,7.300000191,5.800000191,9776,20,34300,0.200000003,50.09999847,27,22.70000076,75.6198349,21.42168999,46.04868317
Jasper,MO,3710,,144,90465,5.699999809,8.399999619,7.099999905,5598,13.39999962,25995,2.400000095,32.70000076,49,18,96.27259064,1.274526119,39.65290451
Jefferson,MO,7040,,271,171380,22,5,3.299999952,1811,9,35563,0.5,44.29999924,28.10000038,27.29999924,98.59785461,0.701365411,42.88773346
Johnson,MO,,,53,42514,12.19999981,5,4.300000191,5096,21.39999962,27359,7,36.5,33.09999847,30.10000038,91.7250824,5.767511845,35.75998306
Knox,MO,,,9,4482,-20.10000038,10.80000019,10.89999962,0,8.100000381,21624,28.20000076,44.70000076,32,23.10000038,99.53145599,0.133868814,50.46854019
Laclede,MO,,,36,27158,13.80000019,8.399999619,6.900000095,2006,8,23186,6.199999809,34.20000076,42.29999924,23.29999924,98.74069977,0.353487015,45.00331497
Lafayette,MO,3760,,49,31107,3.799999952,8.199999809,8.399999619,877,11.5,29600,9.800000191,38.70000076,34.5,26.39999962,96.36415863,2.82894516,43.29250717
Lawrence,MO,,,50,30236,5.599999905,9.399999619,8.399999619,4255,9.699999809,25068,10.39999962,36.20000076,43.5,19.89999962,98.62415314,0.07937558,42.63460922
Lewis,MO,,,20,10233,-6.699999809,8.699999809,9,1286,10.30000019,25451,11.10000038,48.09999847,32,19.60000038,96.21811676,3.342128515,44.58125687
Lincoln,MO,7040,,48,28892,36.59999847,6.300000191,5.199999809,0,8,32222,9.5,42.70000076,29.10000038,28,97.18953705,2.042087793,44.18178177
Linn,MO,,,22,13885,-11.80000019,11.60000038,11.80000019,1536,10.60000038,23055,11.69999981,45.29999924,30.60000038,23.70000076,98.76845551,0.813827872,46.35218048
Livingston,MO,,,27,14592,-7.900000095,9.800000191,9.699999809,986,12.5,27647,12,36.5,34.5,28.79999924,97.265625,2.172423363,47.03261948
McDonald,MO,,,32,16938,16.60000038,8.100000381,6.300000191,469,6.599999905,20713,10.89999962,33.20000076,43.79999924,22.60000038,96.31007385,0.023615539,40.5892067
Macon,MO,,,19,15345,-7.900000095,10.89999962,10.60000038,1282,11.5,24370,14.30000019,44.59999847,31.5,23.70000076,97.13261414,2.365591288,46.68621826
Madison,MO,,,23,11127,4.5,10.10000038,9,0,6.699999809,20974,3.5,49.20000076,32.90000153,17.70000076,99.15520477,0.089871481,45.67268753
Maries,MO,,,15,7976,8,9.399999619,7.5,199,8.300000191,22199,15.69999981,43.09999847,33.79999924,22.79999924,99.15998077,0.33851555,50.33851624
Marion,MO,,,63,27682,-3.099999905,8.899999619,9,3856,12.89999962,26241,5.699999809,43.79999924,40.40000153,15.60000038,94.69330597,4.511957169,42.56556702
Mercer,MO,,,8,3723,-21,12.69999981,13,187,8.199999809,20542,20.39999962,45.59999847,33.90000153,20.39999962,99.73139954,0.080580175,49.66424942
Miller,MO,,,36,20700,14.69999981,8.199999809,7.300000191,0,7.5,23449,8.100000381,30.60000038,44,25.20000076,99.26087189,0.111111112,45.83091736
Mississippi,MO,,,34,14442,-10.60000038,8.899999619,7.5,498,7.199999809,20311,3.299999952,56.70000076,29.5,13.60000038,80.25204468,19.4155941,39.37820435
Moniteau,MO,,,30,12298,2.400000095,8.800000191,8.100000381,1337,8.699999809,27604,17.79999924,33.09999847,42.09999847,24.60000038,97.93462372,1.276630402,49.50398254
Monroe,MO,,,14,9104,-8.600000381,9.100000381,9.800000191,120,8.100000381,25777,21.39999962,49.20000076,27.5,23.10000038,95.70518494,3.92135334,45.99077225
Montgomery,MO,,,21,11355,-2.400000095,9.5,10.30000019,1774,7.800000191,26188,11.60000038,38.79999924,37.09999847,23.79999924,97.00572205,2.545134306,46.84280014
Morgan,MO,,,27,15574,16.20000076,11.89999962,8.800000191,2427,7.199999809,22553,10.80000019,37.40000153,36.29999924,26.10000038,98.65159607,0.603570044,49.89084244
New Madrid,MO,,,31,20928,-9.199999809,8.5,6.400000095,0,6.699999809,21655,4,58.90000153,29.29999924,11.60000038,83.89717102,15.66800499,39.60722351
Newton,MO,3710,,73,44445,12.5,8.100000381,6.400000095,6688,12.10000038,26574,7,32.40000153,47.59999847,19.29999924,96.74878693,0.391495109,41.57722855
Nodaway,MO,,,24,21709,-3.5,7.400000095,7.699999809,2726,17.5,26437,14.89999962,39.70000076,33.5,26.5,98.01464844,0.764659822,43.24473572
Oregon,MO,,,12,9470,-7.400000095,10.69999981,9.199999809,293,7.800000191,17017,12.69999981,53.29999924,33.09999847,13.30000019,99.28194427,0.031678986,44.73072815
Osage,MO,,,20,12018,0.899999976,8.399999619,6.699999809,421,7.099999905,30846,17.70000076,30.60000038,45.79999924,23.39999962,99.35097504,0.316192389,50.53253555
Ozark,MO,,,12,8598,10.60000038,12.5,8.600000381,1062,8,19529,17,37,41.5,21.20000076,99.18585968,0.023261223,49.67434311
Pemiscot,MO,,,44,21921,-14,8.899999619,7.599999905,41,6.800000191,18610,4.199999809,58,31.89999962,9.899999619,74.00209808,25.5280323,30.87450409
Perry,MO,,,35,16648,0.300000012,8.899999619,8.800000191,840,6.400000095,29170,9.800000191,34.79999924,44.20000076,20.70000076,99.26116943,0.090100914,43.5607872
Pettis,MO,,,52,35437,-2.200000048,8.800000191,7.5,4970,12.5,27156,8.399999619,32.29999924,41.40000153,26,95.84050751,3.293168068,46.47684479
Phelps,MO,,,54,35248,7.400000095,7.699999809,6,4591,18.29999924,26428,2.799999952,40.90000153,36.09999847,22.5,95.93452454,1.126304984,47.48921967
Pike,MO,,,24,15969,-9.399999619,9.300000191,8,539,10.60000038,25738,13.69999981,49.20000076,30.70000076,20,94.13864136,5.291502476,45.93900681
Platte,MO,3760,,147,57867,33,5,3.299999952,6081,25.60000038,44571,2.200000048,37,31.79999924,30.70000076,95.26500702,2.103098392,50.9409523
Polk,MO,,,35,21826,19.70000076,9,7.900000095,1850,12,22742,12.60000038,38.20000076,39.90000153,21.70000076,98.54302216,0.320718408,39.74617386
Pulaski,MO,,,80,41307,4,3.900000095,2.900000095,1006,12.80000019,23312,1.700000048,41.20000076,38,20.60000038,80.22611237,13.57639122,24.1799202
Putnam,MO,,,10,5079,-18.10000038,12.19999981,11.80000019,0,8.699999809,20985,22.20000076,33.5,45.70000076,20.89999962,99.60622406,0.019688915,49.281353
Ralls,MO,,,18,8476,-5.199999809,9.300000191,7.400000095,5530,7.800000191,26398,17.10000038,49.09999847,30.70000076,20,98.06512451,1.628126502,51.82869339
Randolph,MO,,,49,24370,-6.300000191,8,8.399999619,4667,10.80000019,26627,4.699999809,48.5,29.60000038,21.70000076,91.63726044,7.537956715,41.89577484
Ray,MO,3760,,38,21971,1.799999952,7.199999809,6.099999905,2285,8.399999619,31384,10,46.29999924,26.60000038,26.70000076,97.75157928,1.374539137,43.7849884
Reynolds,MO,,,8,6661,-8.899999619,9.399999619,7.199999809,1162,6.5,20463,4.599999905,60.59999847,23.29999924,16,99.57964325,0.045038283,49.91743088
Ripley,MO,,,20,12303,1.399999976,10.10000038,8.399999619,427,6.099999905,16558,5.400000095,47.29999924,37.29999924,15.19999981,99.25221252,0.048768595,39.50255966
St. Charles,MO,7040,,403,212907,57,4.199999809,2.700000048,3628,21.20000076,44634,0.699999988,35,36.29999924,28.5,96.48532104,2.331064701,50.05142975
St. Clair,MO,,,13,8457,-1.299999952,12.10000038,11.10000038,2522,7.900000095,21106,18.39999962,42.59999847,33.70000076,23.5,99.07769012,0.260139525,54.52288055
Ste. Genevieve,MO,,,32,16037,6.5,7.800000191,6.400000095,1701,7.400000095,30554,6.599999905,53.20000076,24.89999962,21.70000076,99.30161285,0.280601114,44.50333786
St. Francois,MO,,,112,48904,17.70000076,9,6.800000191,2345,9.100000381,25044,1.600000024,49.40000153,31.10000038,19.20000076,97.41943359,1.967119217,38.7432518
St. Louis,MO,7040,,1971,993529,2.700000048,7.5,5.599999905,4280,29.20000076,45214,0,44.09999847,35.20000076,20.39999962,84.16784668,14.02254009,53.82460022
Saline,MO,,,30,23523,-8.5,9.399999619,8.899999619,2294,11.89999962,26111,9.5,45.70000076,26.39999962,27.70000076,93.41495514,5.747566223,43.21727753
Schuyler,MO,,,14,4236,-16.20000076,11.19999981,11.69999981,1429,8,20941,18.39999962,43.09999847,34.20000076,22.39999962,99.55146027,0,51.22757339
Scotland,MO,,,11,4822,-12.89999962,11.10000038,11.60000038,391,8.5,21213,25.29999924,42.90000153,32,24.70000076,99.70966339,0.062214848,51.72127914
Scott,MO,,,94,39376,-0.300000012,8,6.300000191,3107,9.5,25915,3.400000095,45.09999847,38,16.70000076,90.56278229,8.881044388,41.92147446
Shannon,MO,,,8,7613,-1.299999952,9.300000191,6.900000095,0,6,17591,9.800000191,54,31,14.69999981,99.47458649,0.039406277,51.91120529
Shelby,MO,,,14,6942,-13.19999981,10.60000038,12.69999981,1315,8,23591,20.79999924,42.29999924,34.40000153,23.20000076,98.7899704,0.806683958,48.89080811
Stoddard,MO,,,35,28895,-0.200000003,9.5,8.100000381,361,8.199999809,22334,6.900000095,46.5,37.40000153,16.10000038,98.10347748,1.415469766,42.59560394
Stone,MO,,,45,19078,33.90000153,13.19999981,7.800000191,442,11.10000038,23772,6.300000191,35.40000153,43.90000153,20.5,98.97788239,0.031449836,48.20211792
Sullivan,MO,,,10,6326,-16.29999924,12.30000019,12.60000038,502,6.800000191,19139,19.39999962,43.90000153,38.59999847,17.29999924,99.65222931,0.015807778,54.31552505
Taney,MO,,,44,25561,34.79999924,12.39999962,8.899999619,3408,14.30000019,24229,2.299999952,35.5,46.09999847,18.10000038,98.78721619,0.06259536,51.66073227
Texas,MO,,,18,21476,3.099999905,9.300000191,7.599999905,0,7,20531,13.10000038,46,34.70000076,19,99.15254211,0.074501768,46.56826401
Vernon,MO,,,22,19041,-5.400000095,9.300000191,7.900000095,4033,13.10000038,23726,9.699999809,42.70000076,34.29999924,22.79999924,98.66603851,0.309857666,43.60590363
Warren,MO,7040,,48,19534,38.79999924,8,5.900000095,2184,9.100000381,33486,6,37.09999847,34.09999847,28.5,96.76973724,2.626190186,44.3278389
Washington,MO,,,27,20380,15.60000038,6.699999809,4.900000095,2819,5.699999809,20406,3.799999952,52.59999847,26.89999962,20.20000076,97.71344757,1.854759574,39.30323792
Wayne,MO,,,16,11543,7.699999809,11,8.899999619,817,5.900000095,17148,4.099999905,51.09999847,34.90000153,13.89999962,99.37624359,0.060642812,52.14415741
Webster,MO,7920,,41,23753,19.60000038,7,6,0,8.5,24312,11.80000019,39,41,19.79999924,98.18549347,0.799898982,44.79434204
Worth,MO,,,9,2440,-21.5,11.39999962,14.19999981,610,8.699999809,20088,21.79999924,42.40000153,34.20000076,23.20000076,99.38524628,0.040983606,57.90983582
Wright,MO,,,25,16758,5.099999905,9.100000381,8,0,7.400000095,19073,13.5,36.59999847,44.59999847,18.5,98.90798187,0.214822769,45.85272598
St. Louis city,MO,7040,,6199,396685,-15.30000019,8.399999619,8.199999809,16031,15.30000019,24274,0,69.40000153,17.29999924,12.80000019,50.9434433,47.49562073,37.15895462
Beaverhead,MT,,,2,8424,5.099999905,6.800000191,6.099999905,1597,20.60000038,25413,10.69999981,26.39999962,42,28.89999962,97.26970673,0.094966762,49.38271713
Big Horn,MT,,,2,11337,5.099999905,5.199999809,3.799999952,253,12.80000019,20876,7.5,49,31.29999924,19.10000038,43.36244202,0.158772156,38.75804901
Blaine,MT,,,2,6728,-3.200000048,7,6.199999809,0,14.39999962,21347,17.89999962,44.5,31.89999962,22.89999962,60.04756165,0.089179546,45.27348328
Broadwater,MT,,,3,3318,7.699999809,10.10000038,6.300000191,2981,13.5,24180,11.39999962,26.70000076,45.09999847,27.39999962,98.07112885,0.030138638,55.51536942
Carbon,MT,,,4,8080,1.899999976,10.80000019,8.899999619,1322,19.20000076,23200,17.20000076,33.5,33.79999924,32.09999847,98.72525024,0.037128713,57.17821884
Carter,MT,,,0,1503,-17.20000076,10.19999981,8.600000381,0,10.80000019,20586,50.90000153,17.60000038,56.90000153,25.20000076,98.93546295,0,58.15036774
Cascade,MT,3040,,29,77691,-1.799999952,7.199999809,5.400000095,7451,18.39999962,27901,2.299999952,40.20000076,34.20000076,25,93.11889648,1.365666509,47.08396149
Chouteau,MT,,,1,5452,-10.39999962,10.19999981,7.300000191,1506,16.79999924,26470,30.39999962,29.60000038,42.59999847,26.89999962,95.76302338,0.073367573,59.3543663
Custer,MT,,,3,11697,-10.30000019,9.5,7.5,1463,16,26637,8.5,35.09999847,37.5,26.79999924,97.44378662,0.102590404,47.96956635
Daniels,MT,,,1,2266,-24.89999962,12.60000038,9.600000381,1423,11.5,24032,22,33.5,36.40000153,29.5,98.94086456,0,60.15004349
Dawson,MT,,,4,9505,-23.20000076,8.300000191,6.800000191,2616,13.19999981,28366,9.199999809,36.79999924,34.59999847,28.20000076,98.64282227,0,51.02577591
Deer Lodge,MT,,,14,10278,-19.79999924,11.69999981,8.199999809,1607,11.5,26701,1.399999976,60.20000076,15.80000019,22.89999962,96.37088776,0.28215605,51.26483917
Fallon,MT,,,2,3103,-19.89999962,8.100000381,6.800000191,701,10.60000038,26977,20.29999924,27.70000076,45.5,26.60000038,99.19432831,0,51.82081985
Fergus,MT,,,3,12083,-5.099999905,10.39999962,9.5,2104,14.5,25898,13.19999981,24.89999962,42.20000076,29.79999924,98.66754913,0.0827609,53.72010422
Flathead,MT,,,12,59218,21,7.699999809,5.300000191,2964,17.20000076,28568,2.900000095,31,37.20000076,29,97.76925659,0.094565839,53.05312729
Gallatin,MT,,,21,50463,25.70000076,5.300000191,3.5,1035,33.79999924,29879,3.5,33.09999847,38.59999847,26.79999924,97.45754242,0.158531994,57.04575729
Garfield,MT,,,0,1589,-13.80000019,9.600000381,7.199999809,0,8.800000191,20820,47.29999924,15.30000019,49.20000076,34.29999924,99.62240601,0,51.54185104
Glacier,MT,,,4,12121,14.69999981,5.5,4.099999905,0,14.5,21488,5.400000095,48,28.29999924,23.10000038,43.37926102,0.090751588,35.66537476
Golden Valley,MT,,,1,912,-12.60000038,10.10000038,8.100000381,651,14.69999981,19875,21.89999962,28.60000038,38.70000076,31.70000076,98.13596344,0,54.38596344
Granite,MT,,,1,2548,-6.300000191,10.89999962,7.5,2290,16.89999962,22839,13.19999981,27.10000038,42,29.20000076,98.94034576,0,51.92307663
Hill,MT,,,6,17654,-1,7,5.099999905,3227,18.10000038,31057,6,44.79999924,29.79999924,25,83.43151855,0.107624337,45.77999496
Jefferson,MT,,,5,7939,17.29999924,6.199999809,4.300000191,0,20.79999924,36683,3,33.5,36.5,27.70000076,97.99723053,0.062980227,53.21828842
Judith Basin,MT,,,1,2282,-14.89999962,10.30000019,7.5,0,19.79999924,26056,34.09999847,28.29999924,42.20000076,28.70000076,99.43032074,0,63.40929031
Lake,MT,,,15,21041,15.69999981,8.800000191,6.900000095,3088,15.69999981,23287,10.5,37.29999924,34.09999847,27.29999924,77.99534607,0.07128939,50.15446091
Lewis and Clark,MT,,,14,47495,15.39999962,6.699999809,4.900000095,2742,27.79999924,32239,1.600000024,42.5,35.70000076,21.20000076,96.83335114,0.145278454,55.12369537
Liberty,MT,,,2,2295,-3.200000048,8.5,7,0,16.89999962,28073,17.89999962,26.5,42.29999924,30,99.25926208,0.130718961,52.76688385
Lincoln,MT,,,5,17481,-0.400000006,7.699999809,4.599999905,3474,12.5,25084,1.799999952,33,33.40000153,31.5,97.83765411,0.062925465,47.92631912
McCone,MT,,,1,2276,-22.29999924,10.19999981,6.300000191,652,14.30000019,23750,32.90000153,31.29999924,39,29.20000076,99.1212616,0.043936729,59.49033356
Madison,MT,,,2,5989,11.39999962,9,7.800000191,2114,19.70000076,26009,12.5,23.60000038,42.90000153,31.60000038,98.64752197,0,55.08432007
Meagher,MT,,,1,1819,-15.80000019,10.80000019,6.5,0,14.39999962,22500,10.39999962,25.89999962,42.09999847,30.89999962,98.13084412,0,55.08521271
Mineral,MT,,,3,3315,-5.699999809,8.100000381,4.5,5370,13.10000038,24347,2.5,40.59999847,24.60000038,33.20000076,96.65158081,0.09049774,49.32126617
Missoula,MT,,,32,78687,8.399999619,5.800000191,4.5,887,27.70000076,30359,0.899999976,47,29.79999924,22.5,96.14040375,0.235108718,55.03704453
Musselshell,MT,,,2,4106,-7.300000191,11.19999981,8.800000191,1445,11.39999962,20733,9.899999619,29.10000038,39.29999924,31,98.78227234,0.048709206,54.26205444
Park,MT,,,6,14562,14.89999962,9,6.800000191,1963,19.29999924,25647,5.5,30.20000076,38,29.20000076,97.69949341,0.473836005,51.3871727
Petroleum,MT,,,0,519,-22,9.399999619,4.199999809,0,17.5,20536,33.70000076,20.60000038,45.59999847,32.09999847,99.42196655,0,57.03275681
Phillips,MT,,,1,5163,-5.199999809,8.5,6.900000095,1456,13.10000038,26862,19.79999924,24.20000076,39.09999847,36.20000076,91.82645416,0.038737167,50.84253311
Pondera,MT,,,4,6433,-7.800000191,8.600000381,7.599999905,753,15,27490,10.80000019,33,39.59999847,27,88.46572113,0.077724233,49.19944
Powder River,MT,,,1,2090,-18.70000076,9.300000191,6.400000095,1562,15.30000019,26895,34,22.29999924,47.29999924,29.39999962,97.79904175,0,55.31100464
Powell,MT,,,3,6620,-2.5,7.900000095,6.099999905,1330,16.60000038,24315,5.800000191,33.70000076,36,29.70000076,94.72809601,0.332326293,44.38066483
Prairie,MT,,,1,1383,-29.39999962,13.89999962,11.39999962,0,13.19999981,20114,31.5,30.39999962,48.09999847,20.89999962,98.40925598,0,61.89443207
Ravalli,MT,,,11,25010,22,9.600000381,7,1028,18.20000076,24522,5.699999809,30.89999962,35.90000153,30.39999962,98.07276917,0.143942416,60.05597687
Richland,MT,,,5,10716,-14.19999981,7.699999809,5.699999809,809,13.39999962,26266,10.80000019,30.29999924,37.09999847,32.09999847,97.47106934,0.03732736,44.30757904
Roosevelt,MT,,,5,10999,3.799999952,6.099999905,4.800000191,1924,11.30000019,21914,8.300000191,43.59999847,28.89999962,26,50.63187408,0.154559508,38.12164688
Rosebud,MT,,,2,10505,7,4.400000095,2.700000048,471,13.39999962,32784,6.900000095,42.59999847,28.79999924,28.10000038,71.81342316,0.314136118,37.29652405
Sanders,MT,,,3,8669,1.899999976,9.100000381,7,1266,14.80000019,21320,8.199999809,37.5,30.20000076,30.60000038,93.84011841,0.138424277,51.97831345
Sheridan,MT,,,3,4732,-17.10000038,11.69999981,9.899999619,1317,11.69999981,25246,12.89999962,40.40000153,29.89999962,29.39999962,98.26712036,0,56.27641678
Silver Bow,MT,,,48,33941,-10.39999962,9.300000191,7.699999809,3733,17.89999962,29526,0.600000024,54.90000153,19.20000076,25.20000076,97.30414581,0.097227544,53.46336365
Stillwater,MT,,,4,6536,20.29999924,9.100000381,7.5,1044,16.89999962,29362,15.30000019,32.40000153,38.20000076,29,98.43941498,0.076499388,55.69155502
Sweet Grass,MT,,,2,3154,-3,11,10.10000038,2665,20,25981,18.5,21.89999962,48.79999924,28.10000038,99.11223602,0.063411541,57.13379669
Teton,MT,,,3,6271,-4.599999905,9.399999619,8.399999619,410,17.79999924,26307,27.29999924,30.60000038,40.09999847,28.5,98.13426971,0.047839262,54.29756165
Toole,MT,,,3,5046,-10.39999962,9.899999619,6.300000191,1411,14,29720,8.800000191,31.39999962,34.70000076,33.20000076,97.10662079,0.099088386,53.8446312
Treasure,MT,,,1,874,-9.899999619,8.100000381,7.599999905,453,13.19999981,23125,21.20000076,28.70000076,37.70000076,32.5,97.71166992,0,62.58581161
Valley,MT,,,2,8239,-20,9.300000191,7.5,924,13.19999981,27029,17.20000076,37.5,32.79999924,28.89999962,90.09588623,0.109236561,55.44362259
Wheatland,MT,,,2,2246,-4,11.80000019,8.699999809,705,10.60000038,20528,16.70000076,33.40000153,41.59999847,24.70000076,98.08548737,0.044523597,51.20213699
Wibaux,MT,,,1,1191,-23.5,10.19999981,9.699999809,0,10.89999962,24000,20.20000076,32.09999847,38.59999847,28.5,99.66414642,0,50.96557617
Yellowstone,MT,880,,45,113419,9.300000191,7.199999809,5.199999809,3379,21.5,31533,1.700000048,35.70000076,40.40000153,23.29999924,95.15248871,0.450541794,49.77208328
Yellowstone National Park,MT,,,0,52,-21.20000076,1.899999976,0,0,0,31250,0,,,,100,0,0
Adams,NE,,,52,29625,-3.799999952,8.399999619,8.300000191,3606,15.60000038,30422,3.900000095,26.29999924,48.40000153,25,98.17384338,0.610970438,44.2531662
Antelope,NE,,,9,7965,-10.39999962,9.699999809,9.699999809,1070,9.899999619,21839,25.20000076,17.20000076,52.40000153,30,99.56057739,0.025109855,47.40740585
Arthur,NE,,,1,462,-10.89999962,10.80000019,7.599999905,0,13.80000019,21154,55,6.800000191,56.29999924,36.90000153,99.35064697,0,56.92640686
Banner,NE,,,1,852,-7.199999809,8.899999619,6.099999905,698,12,24333,46.40000153,14.19999981,59.20000076,26.70000076,97.65258026,0.117370889,56.33802795
Blaine,NE,,,1,675,-23.10000038,8,8.699999809,147,15.80000019,23229,38.40000153,14.10000038,56.5,28.70000076,99.40740967,0.148148149,67.1111145
Boone,NE,,,10,6667,-11.39999962,10.30000019,9.699999809,550,9.399999619,26376,25.20000076,19.10000038,50.20000076,30.20000076,99.7150116,0.0299985,47.42762756
Box Butte,NE,,,12,13130,-5.400000095,6.699999809,6.599999905,3034,13,31650,6.900000095,34.09999847,38.79999924,26.60000038,95.20944214,0.373191178,43.18354797
Boyd,NE,,,5,2835,-19,11.80000019,13.30000019,350,9.899999619,20000,24.39999962,22.5,47.40000153,29.79999924,99.11816406,0,55.41446304
Brown,NE,,,3,3657,-17.29999924,10.69999981,10.80000019,2168,11.30000019,21265,12.89999962,16.79999924,54.09999847,28.39999962,99.42575836,0.027344817,50.4785347
Buffalo,NE,,,39,37447,9.600000381,6.099999905,6,4628,23.70000076,30801,4.900000095,21.20000076,55.09999847,23.20000076,97.28416443,0.443293184,47.04515839
Burt,NE,,,16,7868,-11.5,10.10000038,11.5,1700,13.5,25016,17.60000038,31.29999924,42.59999847,25.79999924,98.4875412,0.101677679,49.72038651
Butler,NE,,,15,8601,-7.5,9.899999619,10.5,1843,8,28151,26.39999962,26.20000076,45.40000153,27.89999962,99.5233078,0.11626555,48.2153244
Cass,NE,5920,,39,21318,8.800000191,7.099999905,5.900000095,2979,13.60000038,31924,11,29.60000038,43.20000076,26.60000038,98.6631012,0.197016612,46.81020737
Cedar,NE,,,14,10131,-11.5,9.199999809,9.699999809,822,10.30000019,25019,31.60000038,22.29999924,43.79999924,33.40000153,99.68413544,0.059224162,44.59579468
Chase,NE,,,5,4381,-10.39999962,9.600000381,9.100000381,747,15.10000038,24353,11.5,19.10000038,48,32.40000153,99.2695694,0.022825839,47.52339554
Cherry,NE,,,1,6307,-6.199999809,8.399999619,8.600000381,1194,13.10000038,22902,26.20000076,18.70000076,56.70000076,24.29999924,96.82891846,0.047566198,47.69303894
Cheyenne,NE,,,8,9494,-5.400000095,9.600000381,8.300000191,3069,15.10000038,28080,11.19999981,22.79999924,51.79999924,25,97.42995453,0.084263742,44.6703186
Clay,NE,,,12,7123,-11.69999981,10.10000038,9.5,1196,11.69999981,27304,16.29999924,22.39999962,50.79999924,26.60000038,99.21381378,0.014039028,50.27376175
Colfax,NE,,,23,9139,-5.300000191,9.399999619,11.19999981,2299,8.5,26956,18.70000076,24.39999962,46.20000076,28.89999962,98.50093079,0.032826349,45.34412766
Cuming,NE,,,17,10117,-14.80000019,10.19999981,10.10000038,930,11.80000019,25949,28.5,17.60000038,57.09999847,25.10000038,99.59474182,0.079074822,46.91114044
Custer,NE,,,5,12270,-11.5,10.60000038,11.30000019,1123,10.80000019,26355,21.70000076,19.29999924,54.59999847,25.60000038,99.03830719,0.024449877,47.43276215
Dakota,NE,7720,,65,16742,3.5,6.300000191,5.400000095,3261,11.69999981,29319,4.400000095,36.20000076,43.20000076,20.39999962,92.4680481,0.45394814,38.31083679
Dawes,NE,,,6,9021,-8.800000191,7.900000095,7.699999809,4262,23.10000038,25669,10.89999962,24.29999924,48.20000076,27.10000038,94.1359024,0.60968852,45.09477997
Dawson,NE,,,21,19940,-3,9.100000381,8.199999809,5466,12.30000019,26664,7.400000095,19.79999924,53.59999847,26.20000076,97.93881989,0.075225674,44.03711319
Deuel,NE,,,5,2237,-11.60000038,11.5,11.39999962,443,12.89999962,25353,16,20.70000076,49.79999924,29.20000076,97.67546082,0.044702727,50.06705475
Dixon,NE,,,13,6143,-13.80000019,9.5,10.69999981,1339,11,25218,22.20000076,27.20000076,48.59999847,23.79999924,99.69070435,0.065114766,49.71512222
Dodge,NE,,,65,34500,-3.799999952,8.800000191,8.5,3705,13.5,30444,5.800000191,28.39999962,44.29999924,27,98.93333435,0.211594209,47.55942154
Douglas,NE,5920,,1288,416444,7.400000095,6.5,4.900000095,6186,24.89999962,36952,0.300000012,33.5,46.70000076,19.29999924,86.31124115,10.9356842,47.99684906
Dundy,NE,,,3,2582,-14.39999962,12.10000038,11,998,13,26020,22.5,19.5,53,26.5,99.45778656,0,48.48954391
Fillmore,NE,,,12,7103,-11.89999962,10.30000019,11.39999962,893,11.89999962,28411,21.89999962,28.39999962,42.90000153,28.5,99.14120483,0.19709982,49.03561783
